RowID,ResponseId,Q3_subfield,Q4_quantqual,Q6_definition,exclude,data-new,methods-same,context-new,result-similar,data-same,methods-varied,context-same,result-same,results-combined,replicable-nasem,data-method-result,data-method,data-results,method-results,open-repeatable,validate-external,unique-space-time,validate-internal,epistemology,reproduction
273,R_a9I2KZxkQIqf2MN,"Physical geography, earth and environmental sciences",Mixed Methods,Homogeneous scientific research,1,0,1,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
124,R_b7XuixOtWK577cB,"Physical geography, earth and environmental sciences",Quantitative,physical mechanisms that are robust.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,R_b8VGQzADIdo2wff,"Physical geography, earth and environmental sciences",Mixed Methods,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,R_cNLQzIz54fFD7Pj,Nature and society,Mixed Methods,The capacity to reproduce a study,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,R_DxbafrxvybcAB6V,"Physical geography, earth and environmental sciences",Quantitative,Study the same topic but without (much) innovation.,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,R_enFtf1blrGyfTZT,"Geographic methods, GIS, spatial statistics",Quantitative,Research process that can be replicated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,R_exPGcvH5OgqUa1X,"Geographic methods, GIS, spatial statistics",Quantitative,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,R_qVkxEMbhcoR5MWd,"Physical geography, earth and environmental sciences",Mixed Methods,Not thinking about it too much,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,R_XvvTXkW67vuobyp,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,R_0cupkf4fRQjLf1f,Nature and society,Mixed Methods,The possibility of replicating the research methology and methods to test the achieved results,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
211,R_0cUYL2XcxKAc0pj,Human geography,Mixed Methods,Apply the same research method to obtain similar results.,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
220,R_10Ox55zGINCNTzW,Human geography,Quantitative,"I can distinguished two meanings.
1. The description of a scientific study in detail sufficient to enable the study to be repeated in all essential respects.
2. A scientific finding that has been repeatedly obtained is said to be replicable. 
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
19,R_12075jMSCqgeUh6,"Physical geography, earth and environmental sciences",Quantitative,Results are reproducible within certain limits.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
221,R_12aL2yRxO8KivdA,"Geographic methods, GIS, spatial statistics",Quantitative,you can adapt the same aplication to other spatial context,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,R_12EEsEjPZY04WV6,Human geography,Mixed Methods,"The assumption that research models, designs and data etc. can/should be reproduced by others and give the same results",0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,1
254,R_12maac4JzzzVJ49,"Physical geography, earth and environmental sciences",Mixed Methods,"I consider replicability as meaning that another researcher could collect an independent sample from the same population, conduct the same analysis, and observe very similar or identical results.",0,1,1,0,1,0,0,1,0,1,3,1,1,1,1,0,0,0,0,0,0
185,R_12rtJeK1Q8uithM,"Geographic methods, GIS, spatial statistics",Quantitative,"Providing the methods used, my peers should be able to replicate my research and achieve the same results - within statistical uncertainties.",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,1
11,R_1dBrF30sz0LEXbx,Nature and society,Mixed Methods,The ability to reproduce the same protocol and obtain the same results.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
113,R_1DN10MAzdEXt4fD,"Physical geography, earth and environmental sciences",Quantitative,That experimental/observational work can be repeated and similar findings established.,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
271,R_1DNHnDYV9Jbb3zZ,"Physical geography, earth and environmental sciences",Quantitative,"Providing enough information and context of a scientific study for another, later study to be able to reproduce the original study.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,R_1DohHngwEUcSUtE,Human geography,Qualitative,A research result which could be found with the exactly same research methods and sites.,0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0
40,R_1dtuAmWRi4mMaoh,"Geographic methods, GIS, spatial statistics",Quantitative,"Replicability means that both the data sources and methodology of a research project are noted down clearly and detailed enough so that other researchers can reproduce the research exactly as a form of peer review, or that the same or similar research can easily be repeated in another domain or area.",0,0,1,1,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
70,R_1dvkI8GZqk90mP2,Human geography,Qualitative,We don't use the term but it refers to the ability for someone to get the same or similar results. It only really makes sense within a particular/post-positivist epistemology. It does not really apply when we think about knowledge as co-created.,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
192,R_1E4cSAKWKE0Gmqx,"Physical geography, earth and environmental sciences",Mixed Methods,To provide the complete dataset of results and an accurate methodology so that others can replicate your method and obtain the same outcome.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
39,R_1eFP4UMY1Vx5rPe,"Physical geography, earth and environmental sciences",Quantitative,"Replicability refers the degree to which a study could be conducted in the same way again, at a different point in time and by other people. Good replicability necessitates that study sites, methods and materials are described in adequate detail. But then there's the question of what replicability means in observational studies where the whole setting of the study changes in time (e.g. forest succession in study sites proceeds) so that the study cannot be repeated in the same way in the same area again. Also, there's a difference between replicability of a study and replicability of results. A replicable study does not automatically yield replicable results.",0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
106,R_1EhyeKWhl9SKhbJ,"Physical geography, earth and environmental sciences",Quantitative,The methodology used to arrive at the results in one study can be replicated in a subsequent study.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
129,R_1FzdMzqQOaDfnWb,Human geography,Mixed Methods,"Using theoretical perspectives and methodologies -even instruments- in other regions, societies, contexts different from the original fieldwork.",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,R_1fZOSTIAZJnQm9E,"Physical geography, earth and environmental sciences",Mixed Methods,"That if another researcher followed my research methods at my study sites we would come to similar conclusions, or that I have provided sufficient detail for a research to apply my research approach to address a similar research problem.",0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0
27,R_1gAMNyEdCuUJZIi,Human geography,Quantitative,"Providing clear instructions for every step of the data-collection and -analysis procedures undertaken, so like a recipe where someone else could bake the same cake, ideally including statistical-programming code if used as well as the original data used.",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
253,R_1gnMk01mhM4A78T,"Physical geography, earth and environmental sciences",Mixed Methods,"repeatability of phenomena and processes over time, after the emergence of similar environmental conditions; the principle of geographical actuality",0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
208,R_1gu9AaeVpVNbhwd,"Physical geography, earth and environmental sciences",Mixed Methods,Replication of outputs based on the description of methods or provided code.,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
99,R_1hALhgGDtEipltN,Human geography,Qualitative,"Replicability is used to assess whether the scientific results of a study are credible and generalizable. It is more common in natural sciences research where one can obtain consistent results across studies if they can create the same physical conditions. However, in social sciences, especially working with human subjects, replicating the same study (meaning applying the same methods, research design etc.) is quite impossible. Our research is so often situated and non-replicable in the sense that scientific research is in, for example, physics. However, that doesn't mean that it is not scientific or credible.",0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,1,1,0,1,0
260,R_1HcK5Beyfyu1bVM,"Physical geography, earth and environmental sciences",Mixed Methods,Ability to reproduce results from a previous by a different independent researcher using the same methods and parameters.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
28,R_1HcLU01ISS6a4Qq,"Physical geography, earth and environmental sciences",Quantitative,"A designed experiment or measurement can be replicated independently with the same result. This requires a clearly defined experimental design, detailed measurement protocols (standard operating procedures).",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
23,R_1HcQ5ZJUHjae80I,Nature and society,Qualitative,"Results that can be replicated by multiple independent investigators, using different datasets, analysis, etc.",0,1,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0
147,R_1IQTLp95pnkH30F,"Physical geography, earth and environmental sciences",Mixed Methods,"In one sense replicability of research would mean that an author's or a research team's work is designed and reported in such a way that other scientists (or another scientist) can reproduce the work.  The term also applies to experimental design and execution, an arena in which it can take on many definitions and meanings, and an area where there is more room for error and misunderstanding.  It can be a statistical problem (avoiding pseudoreplication in inferential stats; detecting and understanding differences between treatments) or an issue in experimental design when researcher(s) have to be careful to avoid pseudoreplication in their design and analyses (for example, not thinking carefully about correlated samples).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
135,R_1jjIcUIYcP6zfbn,Human geography,Quantitative,"Data are available for folks to pursue replication studies based on approaching same question with possible differences in approach, distinct from reproducibility",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,R_1jUJfER9Wri85fP,Human geography,Qualitative,"To replicate a study would be to redo it and get the same results. In my subfield that would be difficult to achieve because the study I conducted was very context-specific, both in time and space.",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0
205,R_1JVnmzyFoIeU1QF,"Physical geography, earth and environmental sciences",Mixed Methods,"The possibility of repeat the same experiment more than one time, obtaining more or less the same results.",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
102,R_1jZALgcgQPJtEDx,"Physical geography, earth and environmental sciences",Quantitative,it should be possible to repeat the same study and/or analysis and arrive at same results,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
8,R_1kG5j5wRl5Mmz0y,Nature and society,Qualitative,Drawing similar conclusions about overriding structural forces influencing the operation of social and environmental systems from different temporal or spatial settings.,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
204,R_1kGKQCTPNe3yLFH,"Physical geography, earth and environmental sciences",Quantitative,to obtain consistent results across studies,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
248,R_1kNuJVzdFwP261q,Human geography,Qualitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,R_1LpUYuv54y3LGo9,Human geography,Qualitative,Research that can be replicated in other contexts.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,R_1LYgM17dAY167ux,Human geography,Quantitative,The ability for anyone to replicate/verify the results reported in a publication. This entails providing access to the same data set and method used for the published analysis.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
268,R_1M08jGj2bY7Q1xS,"Geographic methods, GIS, spatial statistics",Mixed Methods,"The procedure or approach that uses, in the field of geography, the same tools and means to conduct one research or study, and that implies, to some extents, predictable results.",0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
250,R_1mlVpGAtH8ozOxs,"Physical geography, earth and environmental sciences",Quantitative,the quality of being able to be exactly copied or reproduced,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,R_1MQZAqss56CFT5O,"Physical geography, earth and environmental sciences",Quantitative,"Being able to reproduce results, either by following the same protocol or by arriving at the same answer using different methods.",0,0,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0
100,R_1MRGprXluD9f8XO,Nature and society,Qualitative,That another researcher can get the same results as you by using the same methodological approach,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
256,R_1N1Svp5CfRCrP7y,"Geographic methods, GIS, spatial statistics",Mixed Methods,"Replicability is the ability of reuse methods as well as evaluation experiments in order to learn, improve (or other purposes) approaches for solving a given problem.",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,R_1P0GXiqdsVRKiTI,"Physical geography, earth and environmental sciences",Mixed Methods,Methods and data are available such that analyses and results can be easily repeated or replicated by others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,R_1P5aBXFiTGytdwM,Human geography,Qualitative,"The concept of ""replicability,"" as I understand it, refers to the ability to reproduce research results either with the same data (and the same analytical techniques), or with the same research design.",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,R_1pQzVNVvfrnwvCD,"Physical geography, earth and environmental sciences",Quantitative,"That people can repeat the same experiments using the same conditions. Alternatively, conduct the same set of observations, using the same tools even if for a different system.",0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
233,R_1Q3qRHXnmeySkAs,"Geographic methods, GIS, spatial statistics",Quantitative,"Being able to reproduce what other have done, if they provide enough data and information to replicate their experiments and results.",0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
21,R_1r83KejqP7OFfix,"Physical geography, earth and environmental sciences",Quantitative,Replicability is obtain results across studies aimed at answering the same scientific question,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
178,R_1rel4tgU8Tlothm,"Geographic methods, GIS, spatial statistics",Quantitative,"the describe methodology can be reused, repeat by other researcher in other geographical area",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
166,R_1SQxbTCROMaTCRH,"Physical geography, earth and environmental sciences",Mixed Methods,When results can be reproduced systemically and within error of each independent measurement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,R_20TAmTUDdovbrnr,Human geography,Mixed Methods,Can be verified by other scholars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,R_210dMj4d67WtmUZ,Human geography,Quantitative,Confirm the scientific findings and results by repeating studies.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
134,R_21dCNjhAmLCw1VQ,Nature and society,Mixed Methods,Two meanings. (1) that a team of researchers using the same methods/data to answer the same research question will find the same results as a previously published study. (2) that a study is published with adequate description of/access to the data and code such that another researcher can rerun the study to find the same results.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
60,R_21iV1SmWnDrYIbc,Human geography,Qualitative,"Replicability is not a big idea in my research, but in other fields it refers to the ideas that someone could repeat my research and produce similar results, come to the same findings.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
199,R_22M1rRe9jg23U72,Human geography,Qualitative,A third party should be able to perform the same study and follow all processes / decisions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,R_24iN3OT053LvXnI,Human geography,Quantitative,I understand that a study is replicable if someone can use the methods described in a paper to generate a new dataset and obtain a similar result.,0,1,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0
245,R_26hSbKV3v7G37sN,"Physical geography, earth and environmental sciences",Mixed Methods,"I work with temperature palaeoreconstructions from the Quaternary. So I would say that if I have many (dozens to thousands) reconstructions of the temperature in Celsius degree and they reveal common trend that means results are replicable. If I have some reconstruction from well recognized region like Europe and it gives totally different trend then all the other and the Greenland Ice Cores, then it is outlier. Probably some local conditions, not climate, are the main driver then.",0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0
207,R_2775qqxiRTtt1cs,Human geography,Mixed Methods,"Whether or not a study can be reproduced, using the same methods, in a different context.",0,0,1,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
95,R_27JP4hwl7ysinDF,"Physical geography, earth and environmental sciences",Quantitative,The methodology can be used in similar contexts and its results can also be extrapolated to other sites with substantially the same characteristics,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0
5,R_27KfAmDZMG04qTb,"Physical geography, earth and environmental sciences",Quantitative,"At the level of an individual study the idea of multiple independent plots

In the context of the field, multiple studies in similar habitats/environments",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,R_28SSRHND7Cis0Fm,Human geography,Qualitative,"For qualitative methods, I would take it to mean ability to replicate an approach to research, rather than to generate the same data as another study",0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
31,R_28Ut26FXF1MJEZt,Human geography,Qualitative,Evidence can be replicated in varying degrees and scales of reference.,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
140,R_297ledj7LlwhQrN,"Geographic methods, GIS, spatial statistics",Quantitative,"To provide sufficient information/access to data, methods, research questions, and hypotheses such that other researchers can replicate results and would come to the same/similar conclusions.",0,0,1,0,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
51,R_2aLD9aFLzHHlNNN,"Physical geography, earth and environmental sciences",Quantitative,Reproducibility. You or another research group can perform the same physical or numerical experiments and realize the same results.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,1
20,R_2ANCqPaKdeMiYUG,"Physical geography, earth and environmental sciences",Quantitative,Experiments or observations can be reproduced in locations other than the particular study site.,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,R_2arhrt5roJt2dUu,Human geography,Qualitative,One should be able to conduct a study again. This is good for validity and generalizability.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
155,R_2bK4LZ2JGxn8E4Z,"Physical geography, earth and environmental sciences",Mixed Methods,"In my subfield replicalibity is the capacity that anyone in the world repeat the methods and experiments conducted within my research and find the same, or at least similar, results. In order to guarantee replicalibility, it is expected that the reasearcher made your data available in a readable format and clearly explain the steps executed to achieve the reported results.",0,0,1,0,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
246,R_2bTb97pZHCUQPFl,"Physical geography, earth and environmental sciences",Quantitative,That the data is open source and the methods are well described so that anyone with the correct expertise can replicate and get the exact results.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
168,R_2cbeZl6DrEbfuhg,"Physical geography, earth and environmental sciences",Mixed Methods,"Replicability of research results is important to persuade people to understand.  However, while we conduct research, we usually do not think about replicability.  Replicability matters after we get certain results, and this means that replicability largely depends on other researchers' inspection.    
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,R_2cC9Jagr4KsA1Wq,Human geography,Quantitative,"The availability of data, codes, etc so that the analysis conducted can be reproduced, including using alternative samples, by other researchers.",0,1,1,0,0,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0
157,R_2cjFZlsb4wdbQV4,"Geographic methods, GIS, spatial statistics",Mixed Methods,should able to reorganize the experiment for better accuracy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,R_2CNzm5TgQlE80wp,Human geography,Quantitative,The ability to replicate a research protocol using the method described.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
123,R_2Cs2Exn37DwvD1L,Human geography,Quantitative,the ability of other scholars and specialists to repeat the methods described in published research using the same data and produce the same results as the original published research. Replicability in science requires a high degree of transparency and honesty in the original publication and also availability of the data used in the original study. Replicability is the backbone of ethics in science.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
32,R_2dFN8ER1GFcoFl9,Human geography,Qualitative,"The ability to effectively identify and accurately re-perform the steps by which a study was both undertaken from data collection through to the interpretation of the results achieved. The purpose of reproducability is to establish mechanisms through which to assess the quality of research performed by others (i.e. to test the strength of their conclusions), to improve the comparability of one's findings to existing research (and thereby test the generalisability of these findings), and to provide greater transparency for establishing the limits of what the research process does or does not do, or claim to inform upon.",0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0
228,R_2dKotriFg8OBGG4,"Physical geography, earth and environmental sciences",Quantitative,restudy using same/new data and methods finds the similar results,0,1,1,0,1,1,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0
98,R_2dowvdWMSDvrMyV,"Physical geography, earth and environmental sciences",Quantitative,The ability to reproduce a study using the same or similar research design to test both its internal and external valdity.,0,0,1,0,1,0,1,0,0,1,2,0,0,0,1,0,1,0,1,0,0
257,R_2dT638pkfuO1Y9q,"Physical geography, earth and environmental sciences",Mixed Methods,Using data from different regions to achieve similar research ideas,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
223,R_2dylAoRIMaUFf3E,Nature and society,Quantitative,"Data collection should be describes as precisely, so another person can just grab the protocol and exactly replicate the data. Te problem in my fild is that the experiments are huge, large in space and long, so it is difficult to actually replicate them. We were for example loggin a hectar of forest to survey all arthropods on them. Hard to do it again, at the same place and time, to obtain similar results.",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
64,R_2E195YsmaulvNoo,"Physical geography, earth and environmental sciences",Mixed Methods,"I'm an ecologist. Replicability means that a study can be repeated with more or less the same conditions and you will get the same result. The key challenge is the part about ""more or less the same conditions"" because it differs from lab science where such conditions can be tightly controlled.",0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0
275,R_2ea54TNXI0G2Yi9,"Geographic methods, GIS, spatial statistics",Quantitative,Same method can be applied for different locations,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239,R_2EGMDM6DLhcZGGp,Human geography,Quantitative,To ensure that any results produced using a particular method can be reproduced by a different researcher/analyst,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
24,R_2eR8rHvZ8ju0Pfb,"Physical geography, earth and environmental sciences",Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,R_2fK9bZzbkSCZPZi,"Physical geography, earth and environmental sciences",Mixed Methods,Obtaining consistent results across different analysis.,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142,R_2fm9DPuc399MkdG,"Geographic methods, GIS, spatial statistics",Mixed Methods,Applying same methodology to different case studies leads to similar results,0,0,1,1,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0
101,R_2hq2jbTJ9h6YlJD,Nature and society,Qualitative,"A different person looking at my data would come to the same conclusions. Even better, someone going and using my same interview protocol would find the same results, after spending a similar time in the field. But I also recognize we aren't seeking objectivity in Geography in the same way many natural and physical scientists do, so I think they'd pick up on different nuances than I did. Furthermore, many of the trends I observed were particular to this time (late 2010s) and will likely take on a different shape as broader societal trends also change.",0,1,1,1,1,1,0,0,1,1,3,1,1,1,1,0,1,1,0,1,0
237,R_2iA4ZxLh2xcgyMV,Nature and society,Mixed Methods,Research results that can be replicated by someone else.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
267,R_2Phi6ekja5yq8fo,Nature and society,Mixed Methods,"As the ability to repeat the study, experiment or investigation in different situations, with different subjects and researchers. Considering as a key element, adaptation to the context.

",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,R_2pKpQHkqcle8twA,"Physical geography, earth and environmental sciences",Mixed Methods,The possibility to verify the source data and elaboration procedure as well as to visit the field site,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
278,R_2pPiQTXqq6IxUt7,Human geography,Mixed Methods,As researcher is important to assure the replicability of the study. It means allow the replication of the entire research process in order to conduct new study and verify the reliability of findings.,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
262,R_2qlSz0jmuWrTNdd,"Geographic methods, GIS, spatial statistics",Quantitative,"I think ""replicability"" is working the same research in other areas with similar situations and approaches",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,R_2qsyrY0KkiYGt07,"Physical geography, earth and environmental sciences",Quantitative,"In my field, replicable science refers to science where someone applying the same methodology/model to the same input dataset should get the same results. It is usually facilitated using a scripting approach (usually implemented in an open source environment like R Studio or Jupyter Notebooks) that tracks all manipulations to the original input dataset (including filtering, cleaning, and analysis), as well as the generation of the publication figures, tables, and manuscript (including values reported in the text).  In replicable science, all the code scripts and original data are made publically available at the time of submission so that anyone can replicate the entire workflow behind the manuscript.",0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
